Chemical Name	Chemical ID	CAS RN	Disease Name	Disease ID	Direct Evidence	Inference Network	Inference Score	Reference Count
lipophosphonoglycan	C008290		COVID-19	MESH:D000086382		IL2|IL2RA|IL6|TNF	24,81	5
neoechinulin	C015380	25644-25-1	COVID-19	MESH:D000086382		CCL2|CCL3|CXCL10|IL10|IL1B|TNF	24,79	3
Fluticasone	D000068298		COVID-19	MESH:D000086382		CCL2|CXCL8|IL1B|IL2|IL6|TNF	24,78	5
PD168393	C509204		COVID-19	MESH:D000086382		AGT|CCL2|CXCL10|CXCL8|TNF	24,76	3
Shiga Toxin 2	D022641		COVID-19	MESH:D000086382		CCL2|CCL3|CXCL8|IL6|TNF	24,75	5
gamisopoonghwanghyul-tang	C500218		COVID-19	MESH:D000086382		IL10|IL1B|IL6|TNF	24,74	5
Zymosan	D015054	9010-72-4	COVID-19	MESH:D000086382		CCL2|CCL3|CXCL8|IL10|IL1B|IL2|IL6|TNF	24,69	5
cyclo(Trp-Asp-Pro-Val-Leu)	C072247		COVID-19	MESH:D000086382		AGT|CCL2|IL10|IL1B|IL6|TNF	24,66	6
alpha-cyano-(3,4-dihydroxy)-N-benzylcinnamide	C095512		COVID-19	MESH:D000086382		AGT|CCL2|CSF3|CXCL8|IL1B|IL6|TNF	24,61	6
Dinitrochlorobenzene	D004137		COVID-19	MESH:D000086382		CCL2|CCL3|CSF3|CXCL10|CXCL8|IL10|IL1B|IL2|IL2RA|IL6|IL7|TNF	24,59	5
Valsartan	D000068756		COVID-19	MESH:D000086382		ACE2|AGT|CCL2|CXCL10|CXCL8|IL1B|IL6|TNF	24,57	21
captax	C005563	149-30-4	COVID-19	MESH:D000086382		CCL2|CXCL8|IL1B|IL2|IL6|TNF	24,55	5
Carnosine	D002336	305-84-0	COVID-19	MESH:D000086382		CCL2|CRP|IL10|IL1B|IL6|TNF	24,55	5
cladosporin	C000488		COVID-19	MESH:D000086382		CCL3|CXCL10|IL10|IL1B|IL6|TNF	24,55	5
Rutin	D012431	153-18-4	COVID-19	MESH:D000086382		AGT|CCL2|CXCL10|CXCL8|IL10|IL1B|IL6|TNF	24,53	6
procyanidin B3	C479581		COVID-19	MESH:D000086382		CCL2|IL10|IL1B|IL2RA|IL6	24,51	5
BAY 11-7085	C416282		COVID-19	MESH:D000086382		AGT|CCL2|CXCL8|IL1B|IL6|TNF	24,44	6
Cholesterol, Dietary	D002791		COVID-19	MESH:D000086382		CCL2|CCL3|CRP|IL10|IL1B|IL2|IL6|TNF	24,36	5
Vinyl Chloride	D014752	75-01-4	COVID-19	MESH:D000086382		BSG|CCL2|CCL3|CXCL10|IL10|IL1B|IL6|TNF	24,32	6
Interleukin 1 Receptor Antagonist Protein	D053590		COVID-19	MESH:D000086382		CRP|CSF3|CXCL8|IL1B|IL6	24,27	5
CEP 33779	C567989		COVID-19	MESH:D000086382		CCL3|CXCL10|IL1B|IL6|TNF	24,26	5
diphenyldiselenide	C061132	1666-13-3	COVID-19	MESH:D000086382		CCL2|CXCL8|IL10|IL1B|IL6|TNF	24,22	5
stearic acid	C031183	57-11-4	COVID-19	MESH:D000086382		CCL2|CCL3|CXCL8|IL1B|IL6|TNF	24,22	5
6-formylindolo(3,2-b)carbazole	C111855		COVID-19	MESH:D000086382		CXCL8|IL10|IL1B|IL2RA|IL6|TMPRSS2|TNF	24,17	8
ceric oxide	C030583	1306-38-3	COVID-19	MESH:D000086382		CCL2|CCL3|CXCL10|CXCL8|IL1B|IL6|TNF	24,17	5
Isoniazid	D007538	54-85-3	COVID-19	MESH:D000086382		ACE2|CXCL10|CXCL8|IL10|IL1B|IL2|IL6|TMPRSS2|TNF	24,15	21
tamibarotene	C061133	94497-51-5	COVID-19	MESH:D000086382		AGT|CSF3|CXCL10|HCK|IL10|IL1B|IL6|IL7|LZTFL1|TNF|UGCG	24,15	10
Albuterol	D000420	18559-94-9	COVID-19	MESH:D000086382		CCL3|CXCL8|IL10|IL1B|IL2|IL6|TNF	24,05	5
SN50 peptide	C118258		COVID-19	MESH:D000086382		AGT|CCL2|CXCL8|IL1B|IL6|TNF	24,01	6
monocyte locomotion inhibitory factor	C430647		COVID-19	MESH:D000086382		IL10|IL1B|IL2|IL6	23,95	5
aluminum phosphate	C012714	13765-93-0	COVID-19	MESH:D000086382		CXCL10|IL1B|IL6|TNF	23,94	5
benzyl-alpha-N-acetylgalactosamine	C080739	3554-93-6	COVID-19	MESH:D000086382		CCL2|IL10|IL6|TNF	23,93	5
VX-745	C464966	209409-98-3	COVID-19	MESH:D000086382		CXCL8|IL1B|IL6|TNF	23,91	5
phenanthridone	C040601		COVID-19	MESH:D000086382		CCL3|IL10|IL1B|IL2|TNF	23,81	3
Sterigmatocystin	D013241	10048-13-2	COVID-19	MESH:D000086382		CCL3|CRP|CXCL10|IL10|IL1B|IL6|TNF	23,71	5
astaxanthine	C005948	472-61-7	COVID-19	MESH:D000086382		CCL2|CRP|CXCL8|IL10|IL1B|IL6|TNF	23,70	5
mangiferin	C013592	4773-96-0	COVID-19	MESH:D000086382		AGT|CCL2|CSF3|CXCL8|IL10|IL1B|IL6|TNF	23,67	6
Edaravone	D000077553	89-25-8	COVID-19	MESH:D000086382		CCL2|CCL3|CXCL8|IL10|IL1B|IL6|TNF	23,59	5
Mesalamine	D019804	89-57-6	COVID-19	MESH:D000086382		CCL3|IL10|IL1B|IL2|IL2RA|IL6|TNF	23,54	5
glyceryl 2-arachidonate	C094503		COVID-19	MESH:D000086382		CCL2|CXCL8|IL1B|IL2|IL6|TNF	23,42	5
diphenyleneiodonium	C007517	244-54-2	COVID-19	MESH:D000086382		AGT|BSG|CCL2|CXCL8|IL1B|IL6|TNF	23,32	7
Amb a I protein, Ambrosia artemisiifolia	C026967		COVID-19	MESH:D000086382		IL10|IL2|IL6|TNF	23,27	5
Minerals	D008903		COVID-19	MESH:D000086382		IL10|IL2|IL6|TNF	23,27	5
Fructose	D005632	30237-26-4	COVID-19	MESH:D000086382		AGT|CCL2|CCL3|CRP|IL10|IL1B|IL2|IL6|TNF	23,07	6
Thioglycolates	D013864		COVID-19	MESH:D000086382		CCL2|CCL3|IL1B|IL6|TNF	23,00	5
15-deoxyprostaglandin J2	C477819		COVID-19	MESH:D000086382		AGT|CCL2|CXCL10|CXCL8|IL1B|TNF	22,98	4
montelukast	C093875	158966-92-8	COVID-19	MESH:D000086382		AGT|CCL2|CXCL8|IL1B|IL6|TNF	22,89	6
Trinitrobenzenesulfonic Acid	D014302	2508-19-2	COVID-19	MESH:D000086382		CCL2|CCL3|CSF3|CXCL10|CXCL8|IL10|IL1B|IL2|IL6|TNF	22,87	5
angiotensin I (1-7)	C118790		COVID-19	MESH:D000086382		ACE2|AGT|IL1B|IL6|TNF	22,83	21
capsazepine	C071423		COVID-19	MESH:D000086382		CCL2|CXCL8|IL1B|IL2|IL6|TNF	22,80	5
isophorone diisocyanate	C015301	4098-71-9	COVID-19	MESH:D000086382		CXCL8|IL10|IL1B|IL2	22,72	3
Phytochemicals	D064209		COVID-19	MESH:D000086382		CCL2|CXCL8|IL10|IL1B|IL6|TNF	22,72	5
luteolin 3'-glucuronide	C428530		COVID-19	MESH:D000086382		CCL2|CCL3|IL1B|IL6	22,71	5
Aminoimidazole Carboxamide	D000620	360-97-4	COVID-19	MESH:D000086382		IL10|IL1B|IL6|TNF	22,67	5
Shiga Toxin	D022621	75757-64-1	COVID-19	MESH:D000086382		CXCL8|IL1B|IL6|TNF	22,66	5
Boron	D001895	7440-42-8	COVID-19	MESH:D000086382		IL10|IL1B|IL2|IL6|TNF	22,65	5
Clenbuterol	D002976	37148-27-9	COVID-19	MESH:D000086382		CXCL8|IL10|IL1B|IL6|TNF	22,64	5
HU 308	C402416		COVID-19	MESH:D000086382		CCL2|IL10|IL1B|IL6|TNF	22,64	5
Phosphatidylcholines	D010713		COVID-19	MESH:D000086382		CCL2|CRP|IL10|IL1B|IL6|TNF	22,64	5
Sodium Chloride, Dietary	D017673		COVID-19	MESH:D000086382		ACE2|AGT|CCL2|IL10|IL1B|IL6|TNF	22,57	21
Isoflurophate	D007531	55-91-4	COVID-19	MESH:D000086382		CCL2|IL10|IL1B|IL2|IL6|TNF	22,56	5
oxymatrine	C037573	16837-52-8	COVID-19	MESH:D000086382		IL10|IL1B|IL2|IL6|TNF	22,48	5
Histamine	D006632	51-45-6	COVID-19	MESH:D000086382		CCL2|CXCL8|IL10|IL1B|IL2|IL6|TNF	22,42	5
prolinedithiocarbamate	C066229	135467-92-4	COVID-19	MESH:D000086382		AGT|CCL2|CXCL8|IL1B|IL6|TNF	22,40	6
Ribomunyl	C034206		COVID-19	MESH:D000086382		IL10|IL1B|IL2|IL6|TNF	22,32	5
Amino Acids, Peptides, and Proteins	D000602		COVID-19	MESH:D000086382		CCL2|CXCL8|IL1B|IL2|IL6|TNF	22,24	5
Lipids	D008055		COVID-19	MESH:D000086382		AGT|CCL2|IL10|IL1B|IL6|TNF	22,24	6
alpha-Tocopherol	D024502	59-02-9	COVID-19	MESH:D000086382		AGT|CCL2|CRP|CXCL8|IL10|IL1B|IL6|TNF	22,20	6
Lipid A	D008050		COVID-19	MESH:D000086382		CCL3|CXCL8|IL6|TNF	22,20	5
ropocamptide	C070646		COVID-19	MESH:D000086382		CCL2|CCL3|IL6|TNF	22,20	5
1-(2-(3,4-dichlorophenyl)ethyl)-4-methylpiperazine	C093337		COVID-19	MESH:D000086382		CCL2|IL1B|IL6|TNF	22,17	5
2-(2,5-difluorophenyl)-5-(2-(methylsulfonyl)-2,6-dihydropyrrolo(3,4-c)pyrazol-5(4H)-yl)tetrahydro-2H-pyran-3-amine	C587539		COVID-19	MESH:D000086382		CXCL8|IL1B|IL6|TNF	22,17	5
Glycosides	D006027		COVID-19	MESH:D000086382		IL10|IL1B|IL6|TNF	22,17	5
hesperidin methylchalcone	C033022	24292-52-2	COVID-19	MESH:D000086382		IL10|IL1B|IL6|TNF	22,17	5
resiquimod	C402365		COVID-19	MESH:D000086382		CXCL10|IL10|IL1B|IL6|TNF	22,17	5
trikatu	C540456		COVID-19	MESH:D000086382		CCL2|IL1B|IL6|TNF	22,17	5
Dobutamine	D004280	34368-04-2	COVID-19	MESH:D000086382		CCL2|CCL3|CXCL8|IL10|IL1B|IL6|TNF	22,15	5
Dinoprost	D015237	551-11-1	COVID-19	MESH:D000086382		AGT|CCL2|CXCL8|IL10|IL1B|IL2RA|TNF	22,11	5
gallium arsenide	C043055	1303-00-0	COVID-19	MESH:D000086382		CCL2|CCL3|IL10|IL1B|IL6|TNF	22,09	5
dienogest	C023635		COVID-19	MESH:D000086382		CCL2|CRP|CXCL8|IL6|TNF	22,02	5
Methadone	D008691	76-99-3	COVID-19	MESH:D000086382		CCL2|CCL3|IL10|IL1B|IL2|IL6|TNF	22,02	5
Aluminum Oxide	D000537	1344-28-1	COVID-19	MESH:D000086382		CCL2|CXCL8|IL10|IL1B|IL6|TNF	21,94	5
Asbestos	D001194	1332-21-4	COVID-19	MESH:D000086382		CCL2|CCL3|CSF3|CXCL8|IL10|IL2RA|IL6|TNF	21,90	5
hexyl cinnamic aldehyde	C080043	101-86-0	COVID-19	MESH:D000086382		CCL2|CXCL8|IL2|IL2RA|IL6|TNF	21,88	5
4(2'-aminoethyl)amino-1,8-dimethylimidazo(1,2-a)quinoxaline	C471109		COVID-19	MESH:D000086382		CCL2|CCL3|CXCL8|IL1B|TNF	21,87	3
T 0070907	C458508		COVID-19	MESH:D000086382		CRP|IL1B|IL2|IL6|TNF	21,87	5
Erlotinib Hydrochloride	D000069347		COVID-19	MESH:D000086382		CCL2|CSF3|CXCL8|IL1B|IL2|IL2RA|IL6	21,85	5
cholan-2,3,24-tryl-2,3,24-trisulfate	C561233		COVID-19	MESH:D000086382		CCL3|IL10|IL1B|TNF	21,77	3
butyloxycarbonyl-phenylalanyl-leucyl-phenylalanyl-leucyl-phenylalanine	C033373	66556-73-8	COVID-19	MESH:D000086382		AGT|IL10|IL1B|TNF	21,76	4
Gum Arabic	D006170	9000-01-5	COVID-19	MESH:D000086382		CCL2|IL10|IL1B|TNF	21,75	3
VCE-003	C581223		COVID-19	MESH:D000086382		CCL3|IL1B|IL6|TNF	21,75	5
5,3'-dihydroxy-3,6,7,8,4'-pentamethoxyflavone	C094782		COVID-19	MESH:D000086382		CCL2|CXCL8|IL6|TNF	21,74	5
acanthoside B	C087806	7374-79-0	COVID-19	MESH:D000086382		IL10|IL1B|IL6|TNF	21,74	5
harpagide	C033250	6926-08-5	COVID-19	MESH:D000086382		AGT|IL1B|IL6|TNF	21,74	6
Sorbic Acid	D013011	110-44-1	COVID-19	MESH:D000086382		IL10|IL1B|IL6|TNF	21,74	5
AEOL 10150	C472668		COVID-19	MESH:D000086382		CCL2|IL1B|IL6|TNF	21,73	5
AS602868	C519899		COVID-19	MESH:D000086382		CXCL8|IL1B|IL6|TNF	21,73	5
eupatilin	C045325	22368-21-4	COVID-19	MESH:D000086382		CCL2|IL1B|IL6|TNF	21,73	5
Formoterol Fumarate	D000068759		COVID-19	MESH:D000086382		CXCL8|IL10|IL1B|IL6|TNF	21,72	5
Minocycline	D008911	10118-90-8	COVID-19	MESH:D000086382		CCL2|CCL3|CXCL8|IL10|IL1B|IL2|IL6|TNF	21,70	5
Roflumilast	C424423		COVID-19	MESH:D000086382		CCL2|CCL3|CXCL10|IL1B|TNF	21,60	2
sodium bisulfide	C025451	16721-80-5	COVID-19	MESH:D000086382		AGT|CXCL8|IL1B|IL2|IL6|TNF	21,59	6
Tropisetron	D000077526	89565-68-4	COVID-19	MESH:D000086382		CCL3|IL1B|IL2|IL6|TNF	21,59	5
Carbamates	D002219		COVID-19	MESH:D000086382		CXCL8|IL10|IL1B|IL6|TNF	21,58	5
acetovanillone	C056165	498-02-2	COVID-19	MESH:D000086382		AGT|CCL2|CXCL10|CXCL8|IL1B|IL6|TNF	21,55	6
Pentoxifylline	D010431	6493-05-6	COVID-19	MESH:D000086382		CCL2|CRP|IL10|IL1B|IL2RA|IL6|TNF	21,55	5
Eugenol	D005054	97-53-0	COVID-19	MESH:D000086382		CCL2|CCL3|CXCL8|IL10|IL1B|IL2|IL6|TNF	21,53	5
Calcium	D002118	7440-70-2	COVID-19	MESH:D000086382		AGT|BTK|CCL2|CCL3|CRP|CXCL10|CXCL8|IL1B|IL6|TNF	21,52	7
zinc protoporphyrin	C017803	15442-64-5	COVID-19	MESH:D000086382		AGT|CCL2|CXCL10|IL10|IL1B|IL6|TNF	21,51	6
oridonin	C011959	28957-04-2	COVID-19	MESH:D000086382		IL10|IL1B|IL2|IL6|TNF	21,45	5
Bu-Fei-Yi-Shen	C574914		COVID-19	MESH:D000086382		CXCL8|IL10|IL1B|IL6|TNF	21,44	5
Titanium	D014025	7440-32-6	COVID-19	MESH:D000086382		CCL2|CXCL8|IL1B|IL6|TNF	21,44	5
Coal Ash	D060729		COVID-19	MESH:D000086382		CCL2|CRP|CXCL8|IL1B|IL6|IL7|TNF	21,39	5
Thalidomide	D013792	50-35-1	COVID-19	MESH:D000086382		CCL2|CCL3|CRP|CSF3|CXCL10|CXCL8|IL10|IL1B|IL2|IL6|TNF	21,37	5
Antigens, Plant	D052179		COVID-19	MESH:D000086382		CXCL8|IL10|IL6|TNF	21,35	5
MC1568	C577554		COVID-19	MESH:D000086382		IL1B|IL2|IL6|TNF	21,35	5
1-dodecylsulfonyl-5N,6O-oxomethylidenenojirimycin	C000626913		COVID-19	MESH:D000086382		IL10|IL1B|IL6|TNF	21,34	5
soyasaponin Ab	C551307		COVID-19	MESH:D000086382		IL10|IL1B|IL6|TNF	21,34	5
arzanol	C517830		COVID-19	MESH:D000086382		CXCL8|IL1B|IL6|TNF	21,33	5
amlexanox	C045742		COVID-19	MESH:D000086382		CCL2|IL10|IL1B|IL6|TNF	21,31	5
fumonisin B1	C056933	116355-83-0	COVID-19	MESH:D000086382		AGT|CCL2|CRP|CXCL8|IL1B|IL2|IL6|TNF|UGCG	21,26	7
Quartz	D011791	14808-60-7	COVID-19	MESH:D000086382		CCL2|CCL3|CXCL10|CXCL8|IL1B|IL6|TNF	21,19	5
Glupearl 19S	C000606994		COVID-19	MESH:D000086382		CCL2|CSF3|CXCL8|IL1B|IL6|TNF	21,14	5
tetrathiomolybdate	C020809	16330-92-0	COVID-19	MESH:D000086382		CCL2|IL1B|IL2|IL2RA|IL6|TNF	21,14	5
lipopolysaccharide, E coli O55-B5	C482199		COVID-19	MESH:D000086382		ACE2|AGT|CCL2|CCL3|CRP|CSF3|CXCL10|CXCL8|HCK|IL10|IL1B|IL2|IL6|IL7|TNF	21,09	22
Monocrotaline	D016686	315-22-0	COVID-19	MESH:D000086382		ACE2|AGT|CCL2|CXCL10|IL10|IL1B|IL6|TNF	21,07	21
2-tert-butylhydroquinone	C018855	1948-33-0	COVID-19	MESH:D000086382		CXCL8|IL10|IL1B|IL2|IL2RA|IL6|TNF	21,04	5
Zinc Acetate	D019345	5970-45-6	COVID-19	MESH:D000086382		BSG|CXCL8|IL10|IL1B|IL6|IL7|TNF	21,04	6
DCB-SLE1	C568335		COVID-19	MESH:D000086382		CCL2|IL10|IL6|TNF	20,99	5
nonane	C017573	111-84-2	COVID-19	MESH:D000086382		CCL2|CXCL8|IL6|TNF	20,99	5
SC 514	C477523		COVID-19	MESH:D000086382		CCL2|CXCL8|IL6|TNF	20,99	5
calcium propionate	C514136		COVID-19	MESH:D000086382		IL10|IL1B|IL6|TNF	20,98	5
oleanolic acid 3-acetate	C052658	4339-72-4	COVID-19	MESH:D000086382		IL10|IL1B|IL6|TNF	20,98	5
Acetates	D000085		COVID-19	MESH:D000086382		CXCL8|IL1B|IL6|TNF	20,97	5
Phloretin	D010693	60-82-2	COVID-19	MESH:D000086382		CCL2|CSF3|IL10|IL1B|IL6	20,96	5
Biological Products	D001688		COVID-19	MESH:D000086382		CXCL10|CXCL8|IL10|IL1B|IL2|TNF	20,95	3
Cannabinoids	D002186		COVID-19	MESH:D000086382		CCL2|CSF3|CXCL10|CXCL8|IL1B|IL6|IL7|TNF	20,94	5
Capsaicin	D002211	404-86-4	COVID-19	MESH:D000086382		CCL2|CCL3|CXCL10|CXCL8|IL10|IL1B|IL2|IL6|IL7|TNF	20,93	5
Pyruvaldehyde	D011765	78-98-8	COVID-19	MESH:D000086382		AGT|CCL2|CXCL8|IL1B|IL6|TNF	20,89	6
Bisoprolol	D017298	66722-44-9	COVID-19	MESH:D000086382		CCL2|IL10|IL1B|IL6|TNF	20,82	5
NG-Nitroarginine Methyl Ester	D019331	50903-99-6	COVID-19	MESH:D000086382		AGT|CCL2|IL1B|IL6|TNF	20,82	6
Freund's Adjuvant	D005620	9007-81-2	COVID-19	MESH:D000086382		BTK|CCL2|CRP|IL10|IL1B|IL2|IL6|TNF	20,79	6
Amphotericin B	D000666	1397-89-3	COVID-19	MESH:D000086382		CXCL8|IL10|IL1B|IL2|IL6|TMPRSS2|TNF	20,74	8
4-hydroxy-2-nonenal	C027576	29343-52-0	COVID-19	MESH:D000086382		AGT|CCL2|CCL3|CSF3|CXCL10|HCK|IL10|IL1B|IL2|IL6|TNF	20,73	7
5'-methylthioadenosine	C008500	2457-80-9	COVID-19	MESH:D000086382		IL1B|IL2|IL6|IL7	20,73	5
Gangliosides	D005732		COVID-19	MESH:D000086382		IL1B|IL6|TNF|UGCG	20,69	6
Tigecycline	D000078304		COVID-19	MESH:D000086382		CCL3|IL1B|IL6|TNF	20,67	5
beclomethasone 17-monopropionate	C065857	5534-18-9	COVID-19	MESH:D000086382		CXCL8|IL1B|IL6|TNF	20,65	5
olmesartan	C437965		COVID-19	MESH:D000086382		ACE2|AGT|CCL2|CRP|IL6	20,63	21
Danazol	D003613	17230-88-5	COVID-19	MESH:D000086382		ACE2|CXCL8|IL10|IL6|TMPRSS2|TNF	20,60	21
quinone	C004532	106-51-4	COVID-19	MESH:D000086382		CCL2|CCL3|CXCL8|IL10|IL6|TNF	20,60	5
Methylmethacrylate	D020366	80-62-6	COVID-19	MESH:D000086382		CCL2|CXCL8|IL1B|IL6|TNF	20,59	5
Cobalt	D003035	7440-48-4	COVID-19	MESH:D000086382		CCL2|CCL3|CXCL10|CXCL8|IL1B|IL2|IL6|TNF	20,56	5
Dantrolene	D003620	7261-97-4	COVID-19	MESH:D000086382		ACE2|CCL2|IL10|IL1B|IL6|TNF	20,54	20
Pioglitazone	D000077205	111025-46-8	COVID-19	MESH:D000086382		ACE2|AGT|BSG|CCL2|CCL3|CRP|CXCL8|IL10|IL1B|IL6|TNF	20,54	22
Polystyrenes	D011137		COVID-19	MESH:D000086382		CCL2|CXCL8|IL10|IL1B|IL6|TNF	20,53	5
6-chloro-2,3,4,9-tetrahydro-1H-carbazole-1-carboxamide	C550547		COVID-19	MESH:D000086382		CRP|CXCL8|IL10|IL1B|IL6|TNF	20,48	5
aflatoxin G1	C027955	1165-39-5	COVID-19	MESH:D000086382		CCL2|IL10|IL1B|IL6|TNF	20,48	5
notoginsenoside R1	C072936		COVID-19	MESH:D000086382		CCL2|IL10|IL1B|IL2|IL6|TNF	20,48	5
protocatechuic acid	C009091	99-50-3	COVID-19	MESH:D000086382		CCL2|IL10|IL1B|IL6|TNF	20,48	5
Acetylcysteine	D000111	616-91-1	COVID-19	MESH:D000086382		AGT|CCL2|CCL3|CRP|CXCL8|IL10|IL1B|IL2|IL2RA|IL6|TMPRSS2|TNF	20,47	9
Mycophenolic Acid	D009173	24280-93-1	COVID-19	MESH:D000086382		AGT|CCL2|CXCL8|IL10|IL2|IL6|TNF	20,46	6
methyldithiocarbamate	C008435	144-54-7	COVID-19	MESH:D000086382		CCL2|CCL3|IL10|IL1B|IL6|TNF	20,42	5
Morphine	D009020	57-27-2	COVID-19	MESH:D000086382		AGT|CCL2|CCL3|CRP|CXCL8|IL10|IL1B|IL2|IL6|TNF	20,41	6
Bezafibrate	D001629	41859-67-0	COVID-19	MESH:D000086382		AGT|CCL2|CCL3|CRP|CXCL8|IL1B|IL6|TNF	20,37	6
CpG ODN 2006	C513533		COVID-19	MESH:D000086382		CXCL8|IL10|IL6|TNF	20,36	5
Cyclophosphamide	D003520	50-18-0	COVID-19	MESH:D000086382		ACE2|BSG|CCL2|CCL3|CXCL10|CXCL8|IL10|IL1B|IL2|IL6|TMPRSS2|TNF	20,35	22
resolvin D2	C545423		COVID-19	MESH:D000086382		CCL2|IL1B|IL6|TNF	20,35	5
celastrol	C050414		COVID-19	MESH:D000086382		CCL3|CXCL10|IL10|IL1B|IL6|TMPRSS2|TNF	20,32	8
Mercuric Chloride	D008627	7487-94-7	COVID-19	MESH:D000086382		AGT|CCL2|CCL3|CRP|CSF3|CXCL10|CXCL8|HCK|IL10|IL1B|IL2|IL2RA|IL6|TMEM106B|TNF	20,29	8
Silver Compounds	D018030		COVID-19	MESH:D000086382		CCL2|CSF3|CXCL8|IL10|IL1B|IL6|IL7|TNF	20,28	5
indirubin-3'-monoxime	C474021		COVID-19	MESH:D000086382		IL10|IL1B|IL2|IL6|TNF	20,27	5
Amiloride	D000584	2609-46-3	COVID-19	MESH:D000086382		AGT|CCL2|CCL3|CXCL8|IL1B|TNF	20,26	4
Bucladesine	D003994	362-74-3	COVID-19	MESH:D000086382		CCL3|CXCL8|IL10|IL1B|IL2RA|IL6|TNF|UGCG	20,23	6
Heparin	D006493	9005-49-6	COVID-19	MESH:D000086382		AGT|CCL2|CRP|CSF3|CXCL10|CXCL8|IL6|TNF	20,23	6
Spironolactone	D013148	52-01-7	COVID-19	MESH:D000086382		ACE2|AGT|IL10|IL1B|IL2|IL6|TNF	20,19	21
4-methyl-N1-(3-phenylpropyl)benzene-1,2-diamine	C549066		COVID-19	MESH:D000086382		AGT|CCL2|IL10|IL6|TNF	20,17	6
Deoxycholic Acid	D003840	83-44-3	COVID-19	MESH:D000086382		CCL2|CSF3|CXCL10|CXCL8|IL10|IL1B|IL6|TNF	20,13	5
adenosine-3',5'-cyclic phosphorothioate	C016957	23645-17-2	COVID-19	MESH:D000086382		AGT|CCL2|CXCL8|TNF	20,10	3
diazoxon	C000912	962-58-3	COVID-19	MESH:D000086382		CCL2|CXCL10|IL1B|TNF	20,10	2
hydroxyhydroquinone	C013038	533-73-3	COVID-19	MESH:D000086382		CCL2|CCL3|CXCL8|IL10|IL6|TNF	20,10	5
icilin	C490483		COVID-19	MESH:D000086382		CCL2|CCL3|IL6|TNF	20,10	5
silicon titanium dioxide	C111427		COVID-19	MESH:D000086382		CCL3|IL6|TNF	20,10	5
Coconut Oil	D000074263		COVID-19	MESH:D000086382		CCL2|CRP|IL10|IL1B|IL6	20,08	5
2,2'-Dipyridyl	D015082	366-18-7	COVID-19	MESH:D000086382		CXCL8|IL1B|IL6|TNF	20,07	5
agathisflavone	C079168	28441-98-7	COVID-19	MESH:D000086382		IL10|IL1B|IL6|TNF	20,07	5
Sterols	D013261		COVID-19	MESH:D000086382		CXCL8|IL1B|IL6|TNF	20,07	5
MK 2206	C548887		COVID-19	MESH:D000086382		AGT|CXCL8|IL1B|IL6|TNF	20,06	6
zinc sulfide	C031238	1314-98-3	COVID-19	MESH:D000086382		CCL2|IL10|IL1B|IL6|TNF	20,06	5
xyloglucan	C029353	37294-28-3	COVID-19	MESH:D000086382		IL1B|IL6|TNF	20,01	5
ZD 7155	C095905		COVID-19	MESH:D000086382		IL1B|IL6|TNF	20,01	5
Ascorbic Acid	D001205	50-81-7	COVID-19	MESH:D000086382		ACE2|AGT|CCL2|CCL3|CRP|CXCL10|CXCL8|IL10|IL1B|IL6|TNF	19,97	21
Industrial Waste	D007220		COVID-19	MESH:D000086382		CXCL10|IL10|IL1B|IL6|TNF	19,97	5
Sodium Nitrite	D012977	7632-00-0	COVID-19	MESH:D000086382		CRP|CXCL8|IL1B|IL6|TNF	19,97	5
procyanidin B2	C479580	29106-49-8	COVID-19	MESH:D000086382		CCL2|IL10|IL1B|IL6|TNF	19,96	5
hydroquinone	C031927	123-31-9	COVID-19	MESH:D000086382		ACE2|CCL2|CCL3|CXCL8|IL10|IL1B|IL2|IL6|TNF|UGCG	19,95	21
Ibuprofen	D007052	15687-27-1	COVID-19	MESH:D000086382		AGT|CCL2|CCL3|CXCL10|CXCL8|IL10|IL1B|IL6|TMPRSS4|TNF	19,95	7
Luteolin	D047311	491-70-3	COVID-19	MESH:D000086382		CCL2|CXCL10|CXCL8|IL10|IL1B|IL6|TNF	19,92	5
Deferoxamine	D003676	70-51-9	COVID-19	MESH:D000086382		AGT|CCL2|CRP|CXCL8|IL10|IL1B|IL6|TNF	19,91	6
Oligodeoxyribonucleotides	D009838		COVID-19	MESH:D000086382		IL10|IL2|IL6|TNF	19,84	5
1-(2-bromophenyl)-3-(7-cyano-3H-benzotriazol-4-yl)urea	C549500		COVID-19	MESH:D000086382		AGT|IL1B|IL6|TNF	19,82	6
17-hydroxy-4,7,10,13,15,19-docosahexaenoic acid	C062894	90780-52-2	COVID-19	MESH:D000086382		CCL2|IL1B|IL6|TNF	19,81	5
2-(3-benzoyl)-4-hydroxy-1,1-dioxo-2H-1,2-benzothiazine-2-yl-1-phenylethanone	C558395		COVID-19	MESH:D000086382		CCL2|IL1B|IL6|TNF	19,81	5
Batroxase, Bothrops atrox	C000608699		COVID-19	MESH:D000086382		IL10|IL1B|IL6|TNF	19,81	5
Food Preservatives	D005520		COVID-19	MESH:D000086382		IL10|IL1B|IL6|TNF	19,81	5
AICA ribonucleotide	C031143	3031-94-5	COVID-19	MESH:D000086382		CCL2|CCL3|CXCL8|IL1B|IL6|TNF	19,79	5
ferric oxide	C000499	1309-37-1	COVID-19	MESH:D000086382		CCL2|CCL3|CXCL8|IL1B|IL2|IL6|TNF	19,79	5
