Gene Symbol	Gene ID	Disease Name	Disease ID	Direct Evidence	Inference Network	Inference Score	Reference Count
NR1H3	10062	COVID-19	MESH:D000086382		Emodin|Losartan|Melatonin|Sirolimus|Zinc	13,08	5
PPT1	5538	COVID-19	MESH:D000086382		Chloroquine|Choline|Hydroxychloroquine|Ivermectin	13,08	12
POLR2A	5430	COVID-19	MESH:D000086382		Choline|Dactinomycin|Ivermectin|Zinc	13,06	6
KRT19	3880	COVID-19	MESH:D000086382		Choline|Emodin|Ivermectin|Melatonin|Zinc	13,05	7
MYH11	4629	COVID-19	MESH:D000086382		Losartan|Nifedipine|Sirolimus|Zinc Sulfate	13,02	4
MBP	4155	COVID-19	MESH:D000086382		Choline|Ivermectin|Melatonin|Sirolimus|Zinc	12,99	7
MIR151	387169	COVID-19	MESH:D000086382		Choline|Sirolimus|Zinc	12,96	4
MPST	4357	COVID-19	MESH:D000086382		Choline|Ivermectin|Zinc|Zinc Sulfate	12,96	6
CCNE1	898	COVID-19	MESH:D000086382		camostat|Choline|Ivermectin|Mercaptopurine|Ribavirin|Zinc	12,91	14
LMNA	4000	COVID-19	MESH:D000086382		Ivermectin|Lopinavir|lopinavir-ritonavir drug combination|Ritonavir|Sirolimus	12,90	13
HK2	3099	COVID-19	MESH:D000086382		betulinic acid|Chloroquine|Choline|Emodin|Zinc Sulfate	12,87	9
PPM1B	5495	COVID-19	MESH:D000086382		Acetazolamide|Ivermectin|Zinc|Zinc Sulfate	12,86	6
CEBPB	1051	COVID-19	MESH:D000086382		betulinic acid|Chloroquine|Choline|Dactinomycin|Zinc|Zinc Sulfate	12,81	11
BGLAP	632	COVID-19	MESH:D000086382		Chloroquine|Melatonin|Sirolimus|Zinc|Zinc Sulfate	12,80	10
ATP1A3	478	COVID-19	MESH:D000086382		Choline|Ivermectin|Losartan|Zinc	12,78	6
RHEB	6009	COVID-19	MESH:D000086382		Chloroquine|Choline|Ivermectin|Zinc	12,77	10
IGF2	3481	COVID-19	MESH:D000086382		Choline|Nifedipine|Sirolimus|Zinc|Zinc Sulfate	12,72	6
REN	5972	COVID-19	MESH:D000086382		Dactinomycin|Losartan|Nifedipine|Sirolimus|Zinc Sulfate	12,72	4
SNAI1	6615	COVID-19	MESH:D000086382		Chloroquine|Choline|Losartan|Sirolimus|Zinc	12,69	10
PDGFB	5155	COVID-19	MESH:D000086382		Choline|Emodin|Losartan|Nifedipine|Sirolimus	12,65	4
STAT4	6775	COVID-19	MESH:D000086382		Active Hexose Correlated Compound|Choline|Melatonin|Zinc	12,38	6
AR	367	COVID-19	MESH:D000086382		Chloroquine|Choline|Emodin|Melatonin|perfluorobutyric acid|Sirolimus|Toremifene|Zinc	12,35	11
OPTN	10133	COVID-19	MESH:D000086382		Chloroquine|Ivermectin|Sirolimus|Zinc	12,32	10
DYNC1H1	1778	COVID-19	MESH:D000086382		Emodin|Ivermectin|Zinc|Zinc Sulfate	12,29	6
MAL	4118	COVID-19	MESH:D000086382		Choline|perfluorobutyric acid|Zinc|Zinc Sulfate	12,29	5
BNIP3	664	COVID-19	MESH:D000086382		Chloroquine|Dactinomycin|Ivermectin|Melatonin|Sirolimus	12,24	9
NCF1	653361	COVID-19	MESH:D000086382		Choline|Dactinomycin|Losartan|Sirolimus|Zinc	12,23	5
NEDD4	4734	COVID-19	MESH:D000086382		Choline|Ivermectin|Melatonin|Zinc Sulfate	12,23	6
CYP2B10	13088	COVID-19	MESH:D000086382		Choline|Dactinomycin|Ivermectin|Nifedipine|Zinc	12,21	7
HSPA1B	3304	COVID-19	MESH:D000086382		Chloroquine|Ivermectin|Sirolimus|Zinc|Zinc Sulfate	12,14	11
NPPB	4879	COVID-19	MESH:D000086382		Ivermectin|Losartan|Melatonin|Nifedipine|Sirolimus	12,13	6
MYH10	4628	COVID-19	MESH:D000086382		Choline|Ivermectin|Nifedipine|Zinc	12,12	6
ACADS	35	COVID-19	MESH:D000086382		Choline|Melatonin|Zinc|Zinc Sulfate	12,11	6
MAP1LC3A	84557	COVID-19	MESH:D000086382		Chloroquine|Ivermectin|Sirolimus|Zinc Sulfate	12,11	9
SLC39A10	57181	COVID-19	MESH:D000086382		Dactinomycin|Ivermectin|Zinc|Zinc Sulfate	12,11	6
GLUL	2752	COVID-19	MESH:D000086382		Acetazolamide|Choline|Ivermectin|Zinc|Zinc Sulfate	12,10	7
FOXO1	2308	COVID-19	MESH:D000086382		Emodin|Melatonin|Sirolimus|Zinc|Zinc Sulfate	12,09	5
CCL5	6352	COVID-19	MESH:D000086382		Chloroquine|Choline|Losartan|Melatonin|Mercaptopurine|Zinc	12,06	11
CXCL2	2920	COVID-19	MESH:D000086382		Choline|Emodin|Mercaptopurine|Ritonavir|Zinc|Zinc Sulfate	12,06	7
EIF2S1	1965	COVID-19	MESH:D000086382		Ivermectin|Losartan|Melatonin|Sirolimus|Tenofovir	12,01	6
HMGCR	3156	COVID-19	MESH:D000086382		Choline|Hydroxychloroquine|Losartan|Sirolimus|Zinc|Zinc Sulfate	11,99	11
TNFAIP3	7128	COVID-19	MESH:D000086382		Choline|Dactinomycin|Melatonin|Nifedipine|Zinc	11,99	6
TYMS	7298	COVID-19	MESH:D000086382		betulinic acid|Ivermectin|Mercaptopurine|Sirolimus|Zinc	11,98	6
CCL9	20308	COVID-19	MESH:D000086382		Chloroquine|Choline|Melatonin|Zinc	11,97	10
HGF	3082	COVID-19	MESH:D000086382		Choline|Dactinomycin|Nifedipine|Zinc|Zinc Sulfate	11,93	6
PTPRD	5789	COVID-19	MESH:D000086382		Choline|Ivermectin|Zinc|Zinc Sulfate	11,93	6
NDRG1	10397	COVID-19	MESH:D000086382		Acetazolamide|Chloroquine|Dactinomycin|Ivermectin|Zinc	11,92	11
CYB5R3	1727	COVID-19	MESH:D000086382		Choline|Ivermectin|Ritonavir|Zinc	11,81	7
GSR	2936	COVID-19	MESH:D000086382		Chloroquine|Choline|Emodin|Ivermectin|Melatonin|Zinc|Zinc Sulfate	11,77	13
ACTB	60	COVID-19	MESH:D000086382		Ivermectin|perfluorobutyric acid|Sirolimus|Zinc|Zinc Sulfate	11,73	7
CYP4A10	13117	COVID-19	MESH:D000086382		Choline|perfluorobutyric acid|Zinc|Zinc Sulfate	11,72	5
FN1	2335	COVID-19	MESH:D000086382		Dactinomycin|Emodin|Ivermectin|Losartan|Melatonin|Zinc	11,72	7
CDKN1B	1027	COVID-19	MESH:D000086382		Choline|Dactinomycin|Ivermectin|Melatonin|Ritonavir|Sirolimus	11,71	7
CYBB	1536	COVID-19	MESH:D000086382		Choline|Losartan|Melatonin|Sirolimus|Zinc	11,67	6
ALDH1B1	219	COVID-19	MESH:D000086382		Chloroquine|Choline|Ivermectin|Mercaptopurine	11,66	9
ITGAM	3684	COVID-19	MESH:D000086382		Chloroquine|Choline|Sirolimus|Zinc|Zinc Sulfate	11,66	10
SREBF1	6720	COVID-19	MESH:D000086382		Choline|Losartan|Melatonin|Ritonavir|Sirolimus|Zinc	11,66	8
CYP1A1	1543	COVID-19	MESH:D000086382		Choline|Dactinomycin|Emodin|Ivermectin|Losartan|Melatonin|Nifedipine|perfluorobutyric acid|Ritonavir	11,65	10
HSPA1L	3305	COVID-19	MESH:D000086382		Choline|Ivermectin|Zinc|Zinc Sulfate	11,65	6
POSTN	10631	COVID-19	MESH:D000086382		Choline|Ivermectin|Losartan|Sirolimus	11,65	5
LAMB1	3912	COVID-19	MESH:D000086382		Chloroquine|Choline|Ivermectin|Zinc	11,64	10
H2AX	3014	COVID-19	MESH:D000086382		Choline|Dactinomycin|Emodin|Ribavirin|Sirolimus|Zinc	11,62	10
MT1	17748	COVID-19	MESH:D000086382		Acetazolamide|Choline|Dactinomycin|Zinc|Zinc Sulfate	11,62	6
NQO2	4835	COVID-19	MESH:D000086382		Chloroquine|Ivermectin|Melatonin|Zinc	11,60	11
ELK1	2002	COVID-19	MESH:D000086382		Melatonin|Nifedipine|Zinc|Zinc Sulfate	11,58	6
ACADL	33	COVID-19	MESH:D000086382		Choline|Ivermectin|Sirolimus|Zinc	11,54	6
MIR31	407035	COVID-19	MESH:D000086382		Choline|Mercaptopurine|Zinc	11,53	4
EIF4EBP1	1978	COVID-19	MESH:D000086382		Chloroquine|Ivermectin|Melatonin|Ribavirin|Sirolimus	11,52	15
TOP1	7150	COVID-19	MESH:D000086382		betulinic acid|Choline|Dactinomycin|Zinc	11,51	5
KDR	3791	COVID-19	MESH:D000086382		Choline|Losartan|Melatonin|Zinc|Zinc Sulfate	11,47	7
MYH6	4624	COVID-19	MESH:D000086382		Losartan|Mercaptopurine|Ribavirin|Zinc	11,44	10
GPX1	2876	COVID-19	MESH:D000086382		Choline|Emodin|Ivermectin|Melatonin|Zinc|Zinc Sulfate	11,41	8
PRKCA	5578	COVID-19	MESH:D000086382		Emodin|Ivermectin|Ritonavir|Sirolimus|Zinc	11,39	7
PRPSAP2	5636	COVID-19	MESH:D000086382		Ivermectin|Zinc|Zinc Sulfate	11,39	5
GEM	2669	COVID-19	MESH:D000086382		Choline|Ivermectin|Sirolimus|Zinc	11,38	6
CTSD	1509	COVID-19	MESH:D000086382		Chloroquine|Choline|Emodin|Ivermectin|Melatonin	11,36	10
TARDBP	23435	COVID-19	MESH:D000086382		Chloroquine|Ivermectin|Sirolimus|Zinc	11,34	10
MIR10B	406903	COVID-19	MESH:D000086382		Choline|Mercaptopurine|Zinc	11,33	4
AHCY	191	COVID-19	MESH:D000086382		Choline|Ivermectin|Ribavirin|Zinc	11,30	11
HSP90AA1	3320	COVID-19	MESH:D000086382		Ivermectin|Melatonin|Ritonavir|Zinc|Zinc Sulfate	11,30	9
PTK2B	2185	COVID-19	MESH:D000086382		Choline|Mefloquine|Nifedipine|Zinc	11,26	5
HNRNPA1	3178	COVID-19	MESH:D000086382		Choline|Dactinomycin|Ivermectin|Zinc Sulfate	11,25	5
INTS3	65123	COVID-19	MESH:D000086382		Ivermectin|Zinc|Zinc Sulfate	11,19	5
COG1	9382	COVID-19	MESH:D000086382		Choline|Ivermectin|Zinc	11,18	5
ITGAV	3685	COVID-19	MESH:D000086382		Choline|Ivermectin|Sirolimus|Zinc	11,16	6
ABCC4	10257	COVID-19	MESH:D000086382		Choline|Emodin|Ivermectin|Mefloquine|Zinc	11,15	7
NFATC1	4772	COVID-19	MESH:D000086382		Choline|Hydroxychloroquine|Zinc|Zinc Sulfate	11,15	9
PER3	8863	COVID-19	MESH:D000086382		Choline|Melatonin|Zinc|Zinc Sulfate	11,15	6
HK1	3098	COVID-19	MESH:D000086382		Choline|Ivermectin|Zinc|Zinc Sulfate	11,13	6
CLNS1A	1207	COVID-19	MESH:D000086382		Choline|Ivermectin|Zinc	11,11	5
ERGIC3	51614	COVID-19	MESH:D000086382		Chloroquine|Ivermectin|Zinc Sulfate	11,11	8
ACACB	32	COVID-19	MESH:D000086382		Choline|Tenofovir|Zinc|Zinc Sulfate	11,10	5
APOA1	335	COVID-19	MESH:D000086382		Choline|lopinavir-ritonavir drug combination|Nifedipine|perfluorobutyric acid|Zinc	11,07	11
CAMK2A	815	COVID-19	MESH:D000086382		Ivermectin|Losartan|Nifedipine|Sirolimus	11,06	5
EGR1	1958	COVID-19	MESH:D000086382		camostat|Choline|Dactinomycin|Emodin|Zinc|Zinc Sulfate	11,04	7
LAMC2	3918	COVID-19	MESH:D000086382		Choline|Dactinomycin|Ivermectin|Sirolimus	11,03	4
ZMPSTE24	10269	COVID-19	MESH:D000086382		Ivermectin|Lopinavir|Ritonavir	11,03	6
RGS18	64407	COVID-19	MESH:D000086382		Choline|Zinc|Zinc Sulfate	11,02	4
CCNB1	891	COVID-19	MESH:D000086382		betulinic acid|Choline|Ivermectin|Melatonin|Ritonavir|Zinc	11,00	10
SOD1	6647	COVID-19	MESH:D000086382		Chloroquine|Choline|Emodin|Ivermectin|Melatonin|Zinc|Zinc Sulfate	11,00	13
U2AF2	11338	COVID-19	MESH:D000086382		Choline|Ivermectin|Zinc	10,98	5
PDIA6	10130	COVID-19	MESH:D000086382		Choline|Ivermectin|Zinc|Zinc Sulfate	10,93	6
MMP1	4312	COVID-19	MESH:D000086382		Azithromycin|Dactinomycin|Hydroxychloroquine|Nifedipine|Sirolimus	10,91	7
ANGPTL6	83854	COVID-19	MESH:D000086382		Choline|Ivermectin|Sirolimus	10,89	4
TPM4	7171	COVID-19	MESH:D000086382		Choline|Ivermectin|Zinc|Zinc Sulfate	10,88	6
SLC18A2	6571	COVID-19	MESH:D000086382		Choline|Ivermectin|Melatonin|Zinc Sulfate	10,87	6
GOLGA3	2802	COVID-19	MESH:D000086382		Emodin|Ivermectin|Zinc	10,86	5
LRP1	4035	COVID-19	MESH:D000086382		Emodin|Ivermectin|Melatonin|Zinc Sulfate	10,84	5
CAPN1	823	COVID-19	MESH:D000086382		Dactinomycin|Ivermectin|Melatonin|Sirolimus	10,83	4
ERCC1	2067	COVID-19	MESH:D000086382		Choline|Melatonin|Zinc|Zinc Sulfate	10,83	6
PRKN	5071	COVID-19	MESH:D000086382		Chloroquine|Melatonin|Sirolimus|Tenofovir	10,81	8
PRL	5617	COVID-19	MESH:D000086382		Dactinomycin|Losartan|Melatonin|Nifedipine|Zinc	10,81	6
PINK1	65018	COVID-19	MESH:D000086382		Chloroquine|Melatonin|Sirolimus|Zinc Sulfate	10,80	8
MARCKS	4082	COVID-19	MESH:D000086382		chloroquine diphosphate|Choline|Ivermectin|Zinc	10,79	10
VIPR2	7434	COVID-19	MESH:D000086382		Mercaptopurine|Zinc|Zinc Sulfate	10,77	4
CYP8B1	1582	COVID-19	MESH:D000086382		Choline|Emodin|Melatonin|Ritonavir	10,72	5
SFN	2810	COVID-19	MESH:D000086382		Choline|Dactinomycin|Ivermectin|Zinc	10,71	6
TFRC	7037	COVID-19	MESH:D000086382		Choline|Ivermectin|Melatonin|Mercaptopurine|Zinc	10,69	7
HNF1BB	324283	COVID-19	MESH:D000086382		Zinc|Zinc Sulfate	10,66	3
SUR-7	181707	COVID-19	MESH:D000086382		Zinc|Zinc Sulfate	10,66	3
GATA4	2626	COVID-19	MESH:D000086382		Melatonin|Ribavirin|Zinc|Zinc Sulfate	10,65	11
PLPBP	11212	COVID-19	MESH:D000086382		Choline|Ivermectin|Zinc	10,59	5
KIF20A	10112	COVID-19	MESH:D000086382		Choline|Ivermectin|Mercaptopurine|Zinc	10,58	6
PRLR	5618	COVID-19	MESH:D000086382		Chloroquine|Mercaptopurine|Sirolimus|Zinc	10,58	8
ACTA1	58	COVID-19	MESH:D000086382		Choline|Emodin|Ivermectin|Zinc Sulfate	10,57	5
RPL35	11224	COVID-19	MESH:D000086382		Ivermectin|Zinc|Zinc Sulfate	10,56	5
G6PD	2539	COVID-19	MESH:D000086382		Dactinomycin|Ivermectin|Melatonin|Zinc|Zinc Sulfate	10,55	7
PDCD4	27250	COVID-19	MESH:D000086382		Ivermectin|Nifedipine|Sirolimus|Zinc	10,55	6
PRDX6	9588	COVID-19	MESH:D000086382		Dactinomycin|Emodin|Ivermectin|Zinc	10,55	5
RAB7A	7879	COVID-19	MESH:D000086382		Ivermectin|Melatonin|Zinc	10,55	6
MBOAT7	79143	COVID-19	MESH:D000086382		Choline|Ivermectin|Zinc	10,53	5
NOB1	28987	COVID-19	MESH:D000086382		Choline|Ivermectin|Zinc	10,53	5
VPS45	11311	COVID-19	MESH:D000086382		Choline|Ivermectin|Melatonin	10,53	5
DEF6	50619	COVID-19	MESH:D000086382		Choline|Ivermectin|Mercaptopurine	10,51	4
GAK	2580	COVID-19	MESH:D000086382		baricitinib|Choline|Ivermectin	10,51	5
PGD	5226	COVID-19	MESH:D000086382		Choline|Ivermectin|Teicoplanin|Zinc	10,50	6
FBXO32	114907	COVID-19	MESH:D000086382		Chloroquine|Choline|Sirolimus|Zinc	10,49	9
UCHL1	7345	COVID-19	MESH:D000086382		Choline|Dactinomycin|Ivermectin|Zinc Sulfate	10,49	5
LARP4B	23185	COVID-19	MESH:D000086382		Choline|Ivermectin|Zinc	10,48	5
ATP1A1	476	COVID-19	MESH:D000086382		Chloroquine|Ivermectin|Losartan|Zinc	10,46	10
FTL	2512	COVID-19	MESH:D000086382		Ivermectin|Mercaptopurine|Sirolimus|Zinc	10,45	5
MIR29C	407026	COVID-19	MESH:D000086382		Choline|Mercaptopurine|Sirolimus	10,43	2
ARID3A	1820	COVID-19	MESH:D000086382		Choline|Emodin|Zinc	10,42	4
CSF2	1437	COVID-19	MESH:D000086382		Chloroquine|Choline|Dactinomycin|Sirolimus|Zinc	10,39	9
ARPC5L	81873	COVID-19	MESH:D000086382		Choline|Ivermectin|Zinc	10,38	5
RNY5	6090	COVID-19	MESH:D000086382		Dactinomycin|Zinc Sulfate	10,37	2
AQP1	358	COVID-19	MESH:D000086382		Acetazolamide|Dactinomycin|Zinc|Zinc Sulfate	10,36	5
ATF2	1386	COVID-19	MESH:D000086382		Choline|Melatonin|Zinc|Zinc Sulfate	10,35	6
IL12B	3593	COVID-19	MESH:D000086382		Chloroquine|Choline|Hydroxychloroquine|Ribavirin|Sirolimus	10,34	17
AANAT2	30685	COVID-19	MESH:D000086382		Melatonin|Zinc Sulfate	10,33	3
ARHGAP42A	566275	COVID-19	MESH:D000086382		Zinc|Zinc Sulfate	10,33	3
CDF-1	180923	COVID-19	MESH:D000086382		Zinc|Zinc Sulfate	10,33	3
MTMR6	9107	COVID-19	MESH:D000086382		Choline|Ivermectin|Zinc	10,33	5
IGSF11	152404	COVID-19	MESH:D000086382		Choline|Emodin|Mercaptopurine	10,32	2
CAMSAP2	23271	COVID-19	MESH:D000086382		Choline|Ivermectin|Zinc	10,29	5
FKBP3	2287	COVID-19	MESH:D000086382		Choline|Ivermectin|Zinc	10,29	5
PTEN	5728	COVID-19	MESH:D000086382		Chloroquine|Choline|Sirolimus|Zinc|Zinc Sulfate	10,27	10
SCFD2	152579	COVID-19	MESH:D000086382		Choline|Ivermectin|Zinc	10,24	5
MFF	56947	COVID-19	MESH:D000086382		Ivermectin|Melatonin|Zinc	10,22	6
SCCPDH	51097	COVID-19	MESH:D000086382		Chloroquine|Choline|Ivermectin	10,21	8
SCHIP1	29970	COVID-19	MESH:D000086382		Acetazolamide|Choline|Zinc	10,21	4
SIN3A	25942	COVID-19	MESH:D000086382		Choline|Ivermectin|selamectin	10,21	4
CXCL5	6374	COVID-19	MESH:D000086382		Choline|Ritonavir|Zinc|Zinc Sulfate	10,18	6
MYEF2	50804	COVID-19	MESH:D000086382		Ivermectin|Zinc|Zinc Sulfate	10,18	5
ENO2	2026	COVID-19	MESH:D000086382		Chloroquine|Ivermectin|Melatonin|Sirolimus	10,16	9
PTGES2	80142	COVID-19	MESH:D000086382		Ivermectin|Zinc|Zinc Sulfate	10,14	5
RNY3	6085	COVID-19	MESH:D000086382		Dactinomycin|Zinc Sulfate	10,14	2
TSC22D1	8848	COVID-19	MESH:D000086382		Choline|Ivermectin|Losartan|Zinc Sulfate	10,14	5
ART3	419	COVID-19	MESH:D000086382		Mercaptopurine|Zinc|Zinc Sulfate	10,12	4
SLC30A2	7780	COVID-19	MESH:D000086382		Dactinomycin|Zinc|Zinc Sulfate	10,12	4
SNU13	4809	COVID-19	MESH:D000086382		Choline|Emodin|Ivermectin	10,12	4
ITPR1	3708	COVID-19	MESH:D000086382		Dactinomycin|Emodin|Melatonin|Sirolimus	10,11	2
MAP2K2	5605	COVID-19	MESH:D000086382		Emodin|Ivermectin|Sirolimus|Zinc Sulfate	10,10	4
UPF1	5976	COVID-19	MESH:D000086382		Choline|Ivermectin|Zinc	10,10	5
CKB	1152	COVID-19	MESH:D000086382		Choline|Dactinomycin|Ivermectin|Melatonin	10,09	5
DAP3	7818	COVID-19	MESH:D000086382		Choline|Ivermectin|Melatonin	10,08	5
EHHADH	1962	COVID-19	MESH:D000086382		Ivermectin|perfluorobutyric acid|Ritonavir|Zinc	10,08	7
SEMA4B	10509	COVID-19	MESH:D000086382		Acetazolamide|Ivermectin|Zinc	10,07	5
RBM15	64783	COVID-19	MESH:D000086382		Choline|Ivermectin|Zinc	10,06	5
ATP2C1	27032	COVID-19	MESH:D000086382		Ivermectin|Zinc|Zinc Sulfate	10,05	5
GATAD2A	54815	COVID-19	MESH:D000086382		Choline|Ivermectin|Zinc	10,02	5
MCM2	4171	COVID-19	MESH:D000086382		Choline|Ivermectin|Sirolimus|Zinc	10,02	6
IL12RB2	3595	COVID-19	MESH:D000086382		Ivermectin|Zinc|Zinc Sulfate	10,01	5
S100A4	6275	COVID-19	MESH:D000086382		Choline|Ivermectin|Losartan|Sirolimus	10,01	5
CSF1	1435	COVID-19	MESH:D000086382		Choline|Sirolimus|Zinc|Zinc Sulfate	10,00	5
BID	637	COVID-19	MESH:D000086382		Dactinomycin|Emodin|Ivermectin|Melatonin|Sirolimus	9,96	4
NPPC	4880	COVID-19	MESH:D000086382		Chloroquine|Choline|Dactinomycin	9,95	7
PFKFB2	5208	COVID-19	MESH:D000086382		Choline|Zinc|Zinc Sulfate	9,94	4
BRD8	10902	COVID-19	MESH:D000086382		Ivermectin|Zinc|Zinc Sulfate	9,93	5
EIF4G3	8672	COVID-19	MESH:D000086382		Choline|Ivermectin|Zinc	9,93	5
NDC1	55706	COVID-19	MESH:D000086382		Choline|Ivermectin|Zinc	9,93	5
ATP6V1C1	528	COVID-19	MESH:D000086382		Ivermectin|Melatonin|Zinc	9,89	6
DHCR7	1717	COVID-19	MESH:D000086382		Choline|Hydroxychloroquine|Ivermectin|Ritonavir	9,89	10
ME2	4200	COVID-19	MESH:D000086382		Choline|Ivermectin|Zinc	9,89	5
ATG5	9474	COVID-19	MESH:D000086382		Chloroquine|Ivermectin|Sirolimus|Zinc	9,88	10
BAZ1B	9031	COVID-19	MESH:D000086382		Choline|Ivermectin|Zinc Sulfate	9,87	4
IRF4	3662	COVID-19	MESH:D000086382		Hydroxychloroquine|Zinc|Zinc Sulfate	9,87	8
RAC1	5879	COVID-19	MESH:D000086382		Azithromycin|Ivermectin|plitidepsin|Sirolimus	9,87	5
FGF1	2246	COVID-19	MESH:D000086382		Chloroquine|Sirolimus|Zinc|Zinc Sulfate	9,86	9
ETF1	2107	COVID-19	MESH:D000086382		Choline|Ivermectin|Zinc	9,85	5
WDR26	80232	COVID-19	MESH:D000086382		Choline|Ivermectin|Zinc	9,85	5
YPEL1	29799	COVID-19	MESH:D000086382		Choline|Sirolimus|Zinc	9,85	4
CSNK2B	1460	COVID-19	MESH:D000086382		Choline|Emodin|Ivermectin	9,84	4
EGF	1950	COVID-19	MESH:D000086382		Chloroquine|Dactinomycin|Sirolimus|Zinc|Zinc Sulfate	9,84	9
ALPI	248	COVID-19	MESH:D000086382		Dactinomycin|Melatonin|Mercaptopurine	9,83	2
ACER2	340485	COVID-19	MESH:D000086382		Choline|Mercaptopurine|Sirolimus	9,82	2
CASP1	834	COVID-19	MESH:D000086382		Emodin|Melatonin|Ritonavir|Sirolimus|Zinc	9,81	6
EPN2	22905	COVID-19	MESH:D000086382		Choline|Ivermectin|Zinc	9,81	5
CELSR3	1951	COVID-19	MESH:D000086382		Choline|Emodin|Zinc	9,80	4
GRIN2B	2904	COVID-19	MESH:D000086382		Chloroquine|Choline|Melatonin|Zinc	9,79	10
RGS19	10287	COVID-19	MESH:D000086382		Choline|Zinc|Zinc Sulfate	9,79	4
AURKB	9212	COVID-19	MESH:D000086382		Choline|Ivermectin|Sirolimus|Zinc	9,78	6
PLA2G4A	5321	COVID-19	MESH:D000086382		Choline|Nifedipine|Zinc|Zinc Sulfate	9,78	5
ABCF2	10061	COVID-19	MESH:D000086382		Choline|Ivermectin|Zinc	9,77	5
EHD3	30845	COVID-19	MESH:D000086382		Choline|Mercaptopurine|Zinc	9,77	4
PSMD3	5709	COVID-19	MESH:D000086382		Choline|Ivermectin|Melatonin	9,76	5
EDNRB	1910	COVID-19	MESH:D000086382		Choline|Dactinomycin|Zinc|Zinc Sulfate	9,74	5
ABCC1	4363	COVID-19	MESH:D000086382		Chloroquine|Choline|Dactinomycin|Ivermectin|Mefloquine	9,73	10
DDX6	1656	COVID-19	MESH:D000086382		Acetazolamide|Ivermectin|Zinc	9,73	5
COX8A	1351	COVID-19	MESH:D000086382		Choline|Zinc|Zinc Sulfate	9,71	4
EIF4G2	1982	COVID-19	MESH:D000086382		Ivermectin|Melatonin|Sirolimus	9,71	4
SESN2	83667	COVID-19	MESH:D000086382		Dactinomycin|Sirolimus|Zinc|Zinc Sulfate	9,71	4
SLC2A2	6514	COVID-19	MESH:D000086382		Choline|Dactinomycin|Mercaptopurine|Zinc	9,71	4
NR4A2	4929	COVID-19	MESH:D000086382		Chloroquine|Choline|Mercaptopurine|Zinc	9,68	9
MPO	4353	COVID-19	MESH:D000086382		Active Hexose Correlated Compound|Emodin|Sirolimus|Tenofovir|Zinc|Zinc Sulfate	9,67	6
OAS1	4938	COVID-19	MESH:D000086382		chloroquine diphosphate|Interferon-alpha|Ribavirin	9,66	8
RAB1A	5861	COVID-19	MESH:D000086382		Choline|Ivermectin|Zinc	9,66	5
GLG1	2734	COVID-19	MESH:D000086382		Acetazolamide|Choline|Ivermectin	9,64	4
PKIA	5569	COVID-19	MESH:D000086382		Choline|Zinc|Zinc Sulfate	9,64	4
FLT1	2321	COVID-19	MESH:D000086382		Choline|Losartan|Zinc|Zinc Sulfate	9,63	5
LAT2	7462	COVID-19	MESH:D000086382		Chloroquine|Choline|Sirolimus	9,63	7
PTK2	5747	COVID-19	MESH:D000086382		Dactinomycin|Emodin|Ivermectin|Sirolimus	9,63	3
TPP2	7174	COVID-19	MESH:D000086382		Choline|Ivermectin|Sirolimus	9,63	4
AP1G1	164	COVID-19	MESH:D000086382		Choline|Ivermectin|Zinc	9,62	5
CDK2	1017	COVID-19	MESH:D000086382		Choline|Ivermectin|Melatonin|Ritonavir|Sirolimus	9,62	7
MICAL1	64780	COVID-19	MESH:D000086382		Choline|Ivermectin|Zinc	9,62	5
GPX4	2879	COVID-19	MESH:D000086382		Chloroquine|Choline|Ivermectin|Melatonin	9,61	10
ANO1	55107	COVID-19	MESH:D000086382		Choline|Ivermectin|selamectin	9,60	4
GCNT1	2650	COVID-19	MESH:D000086382		Choline|Zinc|Zinc Sulfate	9,60	4
TRP53	22059	COVID-19	MESH:D000086382		Chloroquine|Choline|Melatonin|Ribavirin|Zinc	9,60	16
IMPA1	3612	COVID-19	MESH:D000086382		Choline|Ivermectin|Zinc	9,58	5
INTS6	26512	COVID-19	MESH:D000086382		Choline|Ivermectin|Zinc Sulfate	9,57	4
PDGFRB	5159	COVID-19	MESH:D000086382		Choline|Emodin|Losartan|Zinc	9,56	5
AHSA1	10598	COVID-19	MESH:D000086382		Choline|Ivermectin|Zinc	9,55	5
EHD1	10938	COVID-19	MESH:D000086382		Ivermectin|Zinc|Zinc Sulfate	9,55	5
NOX2	100169685	COVID-19	MESH:D000086382		camostat|Melatonin	9,55	4
TRPV2	51393	COVID-19	MESH:D000086382		cannabidiolic acid|Choline|Emodin	9,55	3
PPP2R1B	5519	COVID-19	MESH:D000086382		Ivermectin|Sirolimus|Zinc Sulfate	9,54	4
CALR	811	COVID-19	MESH:D000086382		Chloroquine|Choline|Ivermectin|Zinc	9,52	10
CNBP	7555	COVID-19	MESH:D000086382		Ivermectin|Zinc|Zinc Sulfate	9,52	5
LUC7L	55692	COVID-19	MESH:D000086382		Choline|Ivermectin|Zinc	9,51	5
SLC12A5	57468	COVID-19	MESH:D000086382		Choline|Ivermectin|Zinc	9,51	5
RBMX	27316	COVID-19	MESH:D000086382		Acetazolamide|Choline|Ivermectin	9,50	4
TIMP3	7078	COVID-19	MESH:D000086382		Ivermectin|Sirolimus|Zinc|Zinc Sulfate	9,49	6
